index,0,1,2
0,0.0,-1.4341566455844725,0.9493819619759601
1,1.0,0.33341043944092547,0.753130403183771
2,1.0,0.5402216207424108,0.578013157747472
3,0.0,-0.22416476285154696,-1.6791885222696001
4,1.0,0.30736480806244043,-0.8758089884707464
5,1.0,0.27173494757347577,0.9151619562065864
6,1.0,-0.8973450287374654,-0.24317889183301428
7,1.0,-0.27063279895217707,0.7322812875075829
8,1.0,0.5774051850700451,-0.7066705958246325
9,0.0,1.7831311741210163,0.23501532000465467
10,1.0,-0.08131378786183115,0.8889942813403462
11,1.0,-0.831916880821118,-0.20162163247955076
12,0.0,-0.07861118512439731,1.6569003934539726
13,0.0,0.6428206389721576,1.5354344737271146
14,0.0,-0.31322058266826674,-1.672190989937217
15,1.0,0.764384915862798,-0.6366244550031214
16,0.0,-1.7776291913570155,0.5590538352454295
17,1.0,0.8091811600314556,-0.32049826412981486
18,1.0,-0.8025277008843553,-0.3322144579169084
19,1.0,0.2151892625322912,0.7851943715933583
20,1.0,0.6467273080184416,-0.5786495868912788
21,1.0,0.14650960672227725,0.8927064446408713
22,0.0,0.4642549791548037,-1.722219705249054
23,1.0,-0.8846970469207294,-0.5629551903839026
24,1.0,0.9438138463215555,0.47442796889098965
25,1.0,-0.48797923303954666,0.6919761484301659
26,0.0,-1.7348615352181298,0.2935649644702428
27,1.0,0.4368670244880705,0.7121751871933347
28,0.0,-1.6363543502582851,-0.19475650388261417
29,1.0,0.7609415947352235,-0.40287931976014907
30,1.0,-0.013049998353309307,0.9380294167886454
31,1.0,0.8198495612372998,0.5911343207656937
32,1.0,0.8216114889311662,-0.2270589526049581
33,1.0,0.06496110688543544,-1.0264970181703126
34,1.0,1.0606954074288577,0.4755946310190189
35,0.0,-1.6120664027108136,0.8235925383257379
36,1.0,1.0010866600387924,0.12377121095141895
37,0.0,1.0605354605748902,1.580757671089187
38,0.0,-1.8690649229727232,0.04664782679377144
39,0.0,1.8670430299293401,-0.015421770644641787
40,0.0,1.8425320303141166,0.289062685095076
41,1.0,-0.43345373892205324,0.6138183568949487
42,1.0,-0.03844315106838275,0.8941122690035469
43,0.0,1.849120995209308,0.2372339097612197
44,1.0,-0.6516331374579898,-0.6438388313620411
45,0.0,-1.7493521775697567,-0.2060943123779187
46,0.0,-1.01808602594035,1.380815004716448
47,0.0,-0.5626232506200634,1.6176614857006055
48,1.0,0.35939037968391296,-0.9694926774602274
49,1.0,0.6600988220114754,0.6450578271148614
50,1.0,-0.8628290107130999,-0.2829185617060883
51,1.0,-0.3037267472163784,0.7723970965977238
52,0.0,1.5832632918443164,0.683262799339962
53,0.0,-1.547732607251314,-0.8031914484993647
54,0.0,-0.2996997605951062,1.8797800914220746
55,0.0,1.643981309281288,-0.6827239043591568
56,0.0,-1.6124434382997719,0.14041955944989787
57,1.0,0.16152175880495603,-0.7429807940643786
58,1.0,0.9681481672348868,0.1885991092740508
59,1.0,-0.7607309887106701,-0.2788912774553944
60,0.0,1.1222135870490095,-1.4617915171311544
61,1.0,-0.8597251687492418,-0.10927447773510426
62,1.0,0.7135948142129986,0.4564817946469387
63,1.0,-0.5354797972131785,0.6423245430807956
64,0.0,1.8710218949729718,0.5122802552290587
65,0.0,0.5265388096091276,-1.6957352202432576
66,0.0,1.49842788331142,-0.7914715858254218
67,1.0,0.339166198277492,0.8749144619699253
68,0.0,-1.8069437160322936,-0.09944673902114005
69,0.0,-1.241965469898289,1.407749102598214
70,0.0,-0.26552411334295073,1.8549390667124517
71,0.0,1.395607552691528,-1.2514028098412986
72,1.0,0.4314411785110832,-0.6684019946689257
73,1.0,-0.2728439741486497,-0.8998899625321941
74,0.0,-0.7622020724466636,1.6398876264221027
75,1.0,-0.6613793017677873,-0.6479079786162694
76,0.0,1.0022562299461362,1.3911347239689396
77,0.0,0.6613050409736838,1.4489222505352017
78,1.0,0.20508922395919885,-0.8330406135901777
79,1.0,-0.9911809572611985,-0.11447687003440885
