Code,Name,Industry Code,Industry,No. of Listed Shares(shr.),Capital Stock(KRW),ParValue,Currency,
159580,0TO7,074604,Wholesale of Household Goods,"12,290,000","6,145,000,000",500,KRW,1566
060310,3S KOREA,032602,Manufacture of Electronic Components,"40,892,268","20,446,134,000",500,KRW,90
015260,A & P,032602,Manufacture of Electronic Components,"41,901,467","20,950,733,500",500,KRW,365
071670,A-Tech,032902,Manufacture of Special-Purpose Machinery,"10,000,000","5,000,000,000",500,KRW,1143
031860,A-motion,074608,Wholesale of Non-Specialized Goods,"13,375,930","6,687,965,000",500,KRW,1061
036010,ABEL,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","12,772,626","6,636,313,000",500,KRW,820
078520,ABLE C&C,032004,Manufacture of Other Chemical Products,"14,003,642","7,001,821,000",500,KRW,1834
203400,ABN,137001,Research and Experimental Development On Natural Sciences and Engineering,"8,117,014","4,058,507,000",500,KRW,1814
102120,ABOV,032601,Manufacture of Semiconductor,"17,459,653","8,729,826,500",500,KRW,539
131400,ACT,032602,Manufacture of Electronic Components,"15,000,000","7,500,000,000",500,KRW,1571
138360,ACTCOS,032004,Manufacture of Other Chemical Products,"6,115,000","3,057,500,000",500,KRW,862
052790,ACTOZ SOFT,105802,Software Development and Supply,"11,325,438","5,662,719,000",500,KRW,170
054630,ADChips,074605,Wholesale of Machinery Equipment and Supplies,"8,526,920","4,263,460,000",500,KRW,1039
200710,ADTechnology,032601,Manufacture of Semiconductor,"4,102,195","2,345,856,000",500,KRW,1826
013990,AGABANG&CO,074604,Wholesale of Household Goods,"32,760,000","16,380,000,000",500,KRW,910
001540,AHN-GOOK PHA,032102,Manufacture of Medicaments,"13,042,420","6,521,210,000",500,KRW,1233
053800,AHNLAB,105802,Software Development and Supply,"10,013,855","5,182,644,500",500,KRW,146
022220,AIKANG REMETECH,032202,Manufacture of Plastic Products,"51,794,579","25,897,289,500",500,KRW,1738
068400,AJ RENT A CAR,126901,Renting of Transport Equipment,"22,146,300","11,073,150,000",500,KRW,1146
059120,AJINEXTEK,032601,Manufacture of Semiconductor,"5,630,000","2,815,000,000",500,KRW,86
033660,AJU CAPITAL,116409,Other Financial Intermediation,"57,545,890","287,729,450,000","5,000",KRW,1379
006840,AK Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","13,247,561","66,237,805,000","5,000",KRW,232
161000,AK PETROCHEMICAL,032004,Manufacture of Other Chemical Products,"3,204,000","16,020,000,000","5,000",,1580
117670,ALPHACHIPS,032601,Manufacture of Semiconductor,"8,032,896","4,016,448,000",500,KRW,1093
001780,ALUKO,032402,Manufacture of Basic Precious and Non-ferrous Metals,"64,231,377","32,115,688,500",500,KRW,1142
002250,ALVOGEN KOREA,032102,Manufacture of Medicaments,"11,857,922","59,289,610,000","5,000",KRW,793
074430,AMINOLOGICS,074607,Other Specialized Wholesale,"73,252,320","7,325,232,000",100,KRW,1186
002790,AMORE Group,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","79,790,980","43,117,375,000",500,KRW,1060
090430,AMOREPACIFIC,032004,Manufacture of Other Chemical Products,"58,458,490","34,508,160,000",500,KRW,129
008700,ANAM ELEC,032605,Manufacture of Electronic Video and Audio Equipment,"77,124,820","38,562,410,000",500,KRW,421
123860,ANAPASS,032601,Manufacture of Semiconductor,"10,127,700","5,063,850,000",500,KRW,1484
121600,ANP,032004,Manufacture of Other Chemical Products,"7,232,222","3,616,111,000",500,KRW,1437
054620,AP Systems,032902,Manufacture of Special-Purpose Machinery,"23,409,961","11,704,980,500",500,KRW,1318
058220,ARION,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"9,998,700","4,999,350,000",500,KRW,1499
101140,ARTIS,074604,Wholesale of Household Goods,"20,027,281","10,013,640,500",500,KRW,550
183190,ASIA CEMENT,032303,"Manufacture of Cement, Lime and Plaster and Its Products","3,295,809","16,479,045,000","5,000",KRW,1604
002030,ASIA HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","2,191,024","10,955,120,000","5,000",KRW,430
083570,ASIA PACIFIC NO.10,126901,Renting of Transport Equipment,"2,607,905","13,039,525,000","5,000",KRW,211
083580,ASIA PACIFIC NO.11,126901,Renting of Transport Equipment,"2,607,905","13,039,525,000","5,000",KRW,267
083590,ASIA PACIFIC NO.12,126901,Renting of Transport Equipment,"2,607,905","13,039,525,000","5,000",KRW,239
083600,ASIA PACIFIC NO.13,126901,Renting of Transport Equipment,"2,607,905","13,039,525,000","5,000",KRW,600
083610,ASIA PACIFIC NO.14,126901,Renting of Transport Equipment,"1,946,194","9,730,970,000","5,000",KRW,263
083620,ASIA PACIFIC NO.15,126901,Renting of Transport Equipment,"1,946,583","9,732,915,000","5,000",KRW,266
002310,ASIA PAPR MFG,031702,"Manufacture of Corrugated Cardboard, Paper Boxes and Paper Containers","8,956,502","44,782,510,000","5,000",KRW,1129
154030,ASIA SEED,010101,Growing of Crops,"6,076,620","3,038,310,000",500,KRW,1588
050860,ASIA TECHNOLOGY,032902,Manufacture of Special-Purpose Machinery,"17,500,000","8,750,000,000",500,KRW,1517
090470,ASTJETEC,032902,Manufacture of Special-Purpose Machinery,"14,597,808","7,298,904,000",500,KRW,118
067390,ASTK,033103,"Manufacture of Aircraft, Spacecraft and its Parts","13,797,653","7,150,826,500",500,KRW,1468
089530,AT semicon,032601,Manufacture of Semiconductor,"50,685,473","25,342,736,500",500,KRW,138
073570,AT technology,032902,Manufacture of Special-Purpose Machinery,"5,625,898","2,812,949,000",500,KRW,482
045660,ATEC,032603,Manufacture of Computers and Peripheral Equipment,"13,600,000","6,800,000,000",500,KRW,301
023890,ATLAS,032802,Manufacture of Primary Cells and Batteries and Accumulators,"9,150,000","9,150,000,000","1,000",KRW,780
017900,AUK,032601,Manufacture of Semiconductor,"57,943,763","28,971,881,500",500,KRW,501
039830,AURORA,137302,Specialized Design Services,"10,762,890","5,381,445,000",500,KRW,568
031510,AUSTEM,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"26,000,000","13,000,000,000",500,KRW,413
083930,AVACO,032902,Manufacture of Special-Purpose Machinery,"15,996,505","7,998,252,500",500,KRW,526
149950,AVATEC,032602,Manufacture of Electronic Components,"16,307,500","8,153,750,000",500,KRW,275
090370,AVISTA INC.,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","15,634,461","7,817,230,500",500,KRW,1680
032080,AZTECHWB,031304,Dyeing and Finishing Textiles,"16,081,287","8,040,643,500",500,KRW,1381
950130,Access Bio,032103,Manufacture of Pharmaceutical Goods Other Than Medicaments,"26,849,930",0,0,USD,1157
056730,Accupix,032605,Manufacture of Electronic Video and Audio Equipment,"30,340,086","15,170,043,000",500,KRW,124
088800,Ace Technologies,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"23,815,598","11,907,799,000",500,KRW,804
003800,AceBed,033201,Manufacture of Furniture,"2,218,000","11,090,000,000","5,000",KRW,676
067160,AfreecaTV,105802,Software Development and Supply,"10,328,867","5,164,433,500",500,KRW,1178
043580,Aimhigh,074608,Wholesale of Non-Specialized Goods,"14,501,566","7,250,783,000",500,KRW,251
196170,Alteogen,137001,Research and Experimental Development On Natural Sciences and Engineering,"5,904,945","2,952,472,500",500,KRW,1860
085810,Alticast,105802,Software Development and Supply,"21,223,160","10,987,352,000",500,KRW,385
123750,Alton Sports,033109,Manufacture of Other Transport Equipment,"11,556,297","5,778,148,500",500,KRW,1492
092040,Amicogen,031007,Manufacture of Other Food Products,"8,669,450","4,334,725,000",500,KRW,42
052710,Amotech,032602,Manufacture of Electronic Components,"9,743,406","4,871,703,000",500,KRW,168
050320,Anamit,074605,Wholesale of Machinery Equipment and Supplies,"7,429,500","3,714,750,000",500,KRW,1378
072770,Aromasoft,105802,Software Development and Supply,"15,949,683","7,974,841,500",500,KRW,1036
020560,Asiana Airlines,085101,Scheduled Air Transport,"195,101,365","975,506,825,000","5,000",KRW,479
021080,Atinum Investment,116402,Investment Companies,"48,000,000","24,000,000,000",500,KRW,548
067170,Autech,033002,Manufacture of Bodies for Motor Vehicles ; Manufacture of Trailers and Semitrailers,"11,428,214","5,714,107,000",500,KRW,1453
215050,B&D Life Health,032004,Manufacture of Other Chemical Products,"2,080,000","208,000,000",100,KRW,1905
156170,B&S Media,032603,Manufacture of Computers and Peripheral Equipment,"3,204,540","1,602,270,000",500,KRW,1561
014580,BAEKKWANG MIN PDT,032303,"Manufacture of Cement, Lime and Plaster and Its Products","27,583,100","13,791,550,000",500,KRW,1294
035150,BAIKSAN,032202,Manufacture of Plastic Products,"24,200,000","14,000,000,000",500,KRW,364
066110,BAIKSAN OPC,032603,Manufacture of Computers and Peripheral Equipment,"25,817,134","12,908,567,000",500,KRW,4
064520,BARUN,032601,Manufacture of Semiconductor,"46,144,418","23,072,209,000",500,KRW,61
200780,BCWORLDPHARM,032102,Manufacture of Medicaments,"6,673,848","1,334,769,600",200,KRW,1869
046310,BG T&A,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"11,451,000","5,725,500,000",500,KRW,913
027410,BGF Retail,074701,Retail Sale in Non-Specialized Stores,"24,640,080","24,640,080,000","1,000",,769
090460,BH,032602,Manufacture of Electronic Components,"15,634,888","7,817,444,000",500,KRW,1687
083650,BHI,032901,Manufacture of General Purpose Machinery,"26,000,000","13,000,000,000",500,KRW,528
052900,BIEMT,032202,Manufacture of Plastic Products,"36,062,951","18,031,475,500",500,KRW,1688
005180,BINGGRAE,031005,Manufacture of Dairy Products and edible Ice Cakes,"9,851,241","49,756,205,000","5,000",KRW,637
216400,BIOCORE,137001,Research and Experimental Development On Natural Sciences and Engineering,"6,821,676","3,410,838,000",500,KRW,1879
142760,BIOLEADERS,137001,Research and Experimental Development On Natural Sciences and Engineering,"10,625,039","5,383,948,500",500,KRW,1539
064550,BIONEER,032103,Manufacture of Pharmaceutical Goods Other Than Medicaments,"14,013,008","7,006,504,000",500,KRW,1239
032850,BITComputer,105802,Software Development and Supply,"16,623,293","8,311,646,500",500,KRW,1253
006220,BK CHEJU,116401,Banking and Savings Institutions,"22,128,774","110,643,870,000","5,000",KRW,700
033560,BLUECOM,032605,Manufacture of Electronic Video and Audio Equipment,"19,200,000","9,600,000,000",500,KRW,1230
086670,BMT,032901,Manufacture of General Purpose Machinery,"8,146,529","4,073,264,500",500,KRW,189
138930,BNK Financial Group,116409,Other Financial Intermediation,"255,935,246","1,279,676,230,000","5,000",KRW,1774
000890,BOHAE BREW,031101,Manufacture of  Alcoholic Beverages,"83,550,081","41,775,040,500",500,KRW,895
002760,BOLAK,032004,Manufacture of Other Chemical Products,"11,980,000","11,980,000,000","1,000",KRW,1657
001270,BOOKOOK SECU,116601,Activities Auxiliary to Financial Service Activities,"10,369,886","66,849,430,000","5,000",KRW,1223
008470,BOOSTER,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","8,341,600","4,170,800,000",500,KRW,1445
004740,BORNEO INT FURN,033201,Manufacture of Furniture,"23,486,091","11,743,045,500",500,KRW,1384
003850,BORYUNG PHARM,032102,Manufacture of Medicaments,"8,040,000","20,100,000,000","2,500",KRW,1392
006910,BOSUNG POWER,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","34,253,279","17,126,639,500",500,KRW,835
064480,BRIDGETEC,105802,Software Development and Supply,"11,952,500","6,176,250,000",500,KRW,14
014100,BRM,032004,Manufacture of Other Chemical Products,"10,800,000","5,400,000,000",500,KRW,959
043220,BS,074608,Wholesale of Non-Specialized Goods,"23,830,406","12,576,446,500",500,KRW,1267
045970,BSE Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","13,222,429","6,611,214,500",500,KRW,1182
003000,BUKWANG PHARM,032102,Manufacture of Medicaments,"34,057,029","17,028,514,500",500,KRW,1088
015350,BUSAN CTY GAS,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","11,000,000","55,000,000,000","5,000",KRW,1364
011390,BUSAN IND,032309,Manufacture of Other Non-metallic Mineral Products,"1,056,000","5,280,000,000","5,000",KRW,1006
001460,BYC,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","624,615","4,200,000,000","5,000",KRW,1208
007210,BYUKSAN,032309,Manufacture of Other Non-metallic Mineral Products,"68,560,000","34,280,000,000",500,KRW,209
155900,Badaro19,126901,Renting of Transport Equipment,"15,200,004","76,000,020,000","5,000",KRW,1573
092630,Badaro3,126901,Renting of Transport Equipment,"886,869","4,434,345,000","5,000",KRW,1343
018700,Barunson,095601,"Restaurants, Bars and Canteens","33,366,570","33,366,570,000","1,000",KRW,534
035620,Barunson E&A,105802,Software Development and Supply,"65,481,808","32,740,904,000",500,KRW,290
053030,Binex,032102,Manufacture of Medicaments,"30,740,184","15,370,092,000",500,KRW,148
038460,BioSmart,032602,Manufacture of Electronic Components,"16,613,085","8,306,542,500",500,KRW,316
052260,Bioland,032004,Manufacture of Other Chemical Products,"15,000,000","7,500,000,000",500,KRW,1525
086040,Biotoxtech,137001,Research and Experimental Development On Natural Sciences and Engineering,"14,419,623","7,209,811,500",500,KRW,399
093190,Bixolon,032603,Manufacture of Computers and Peripheral Equipment,"10,200,000","5,100,000,000",500,KRW,36
026940,Bookook Steel,032401,Manufacture of Basic Iron and Steel,"20,000,000","10,000,000,000",500,KRW,757
026260,Botabio,106301,"Data Processing, Hosting, Portals and Other Internet Information Media Service Activities","24,210,315","12,105,157,500",500,KRW,205
025270,BusanTextile,031301,Spinning of Textiles and Processing of Threads and Yarns,"8,000,000","4,000,000,000",500,KRW,788
032040,C&S ASSET MANAGEMENT,147509,Other Business Support Services,"24,771,147","61,927,867,500","2,500",KRW,469
078340,C2S,105802,Software Development and Supply,"10,086,746","5,043,373,000",500,KRW,327
064820,CAPEind,033101,Building of Ships and Boats,"18,519,252","9,259,626,000",500,KRW,35
006380,CAPRO,032001,Manufacture of Basic Chemicals,"40,000,000","20,000,000,000",500,KRW,806
072020,CAVAC,032101,"Manufacture of Medicinal Chemicals, Antibiotics and Biological Products","7,320,000","3,660,000,000",500,KRW,1461
049960,CBT,032101,"Manufacture of Medicinal Chemicals, Antibiotics and Biological Products","9,400,000","4,700,000,000",500,KRW,1515
066790,CCS,106002,Television Broadcasting,"79,138,321","39,569,160,500",500,KRW,1287
049180,CELLUMED,032101,"Manufacture of Medicinal Chemicals, Antibiotics and Biological Products","29,128,482","72,821,205,000","2,500",KRW,1514
037760,CENIT,032401,Manufacture of Basic Iron and Steel,"32,384,932","16,192,466,000",500,KRW,282
002420,CENTURY,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","407,592","2,037,960,000","5,000",KRW,1154
900040,CGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","114,425,850","11,442,585",0.1,USD,872
085660,CHA Biotech,032101,"Manufacture of Medicinal Chemicals, Antibiotics and Biological Products","50,349,681","25,174,840,500",500,KRW,393
033250,CHASYS,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"16,590,525","8,295,262,500",500,KRW,1067
052670,CHEIL BIO,032102,Manufacture of Medicaments,"9,600,000","4,800,000,000",500,KRW,171
001560,CHEIL GRINDING WHEE,032309,Manufacture of Other Non-metallic Mineral Products,"10,000,000","5,000,000,000",500,KRW,1450
028260,CHEIL INDUSTRIES,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","135,000,000","13,500,000,000",100,KRW,465
089010,CHEMTRON,032602,Manufacture of Electronic Components,"9,307,001","4,653,500,500",500,KRW,143
111820,CHEOUM & C,106309,Other Information Service Activities,"8,685,785","4,636,951,000",500,KRW,1076
003780,CHIN YANG INDUSTRY,032202,Manufacture of Plastic Products,"13,000,000","6,500,000,000",500,KRW,1124
900050,CHINA OCEAN,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","94,092,702","1,059,366,846",0,HKD,1355
002780,CHINHUNG INT,064102,Heavy Construction,"152,562,189","76,857,107,500",500,KRW,664
100250,CHINYANG HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","55,895,292","27,947,646,000",500,KRW,1280
010640,CHINYANGPOLYURETHANE,032001,Manufacture of Basic Chemicals,"10,000,000","5,000,000,000",500,KRW,975
001550,CHOBI,032002,Manufacture of Fertilizers and Nitrogen Compounds,"3,926,628","19,633,140,000","5,000",KRW,1234
002600,CHOHEUNG,031007,Manufacture of Other Food Products,"600,000","3,000,000,000","5,000",KRW,1427
018470,CHOIL ALUMINUM,032402,Manufacture of Basic Precious and Non-ferrous Metals,"69,600,000","34,800,000,000",500,KRW,1046
004700,CHOKWANG LEAT,031501,"Manufacture of Luggage, Footwear and Similar Products","6,649,138","34,245,690,000","5,000",KRW,1395
004910,CHOKWANG PAINT,032004,Manufacture of Other Chemical Products,"12,800,000","6,400,000,000",500,KRW,1180
000950,CHONBANG,031301,Spinning of Textiles and Processing of Threads and Yarns,"1,680,000","8,400,000,000","5,000",KRW,1000
185750,CHONGKUNDANG,032102,Manufacture of Medicaments,"9,409,050","23,522,625,000","2,500",KRW,1619
001630,CHONGKUNDANG HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","4,477,766","11,194,415,000","2,500",KRW,1125
047820,CHOROKBAEM,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","32,391,841","16,195,920,500",500,KRW,392
000480,CHOSUN REFRCTR,032302,Manufacture of Ceramic Ware,"4,000,000","20,000,000,000","5,000",KRW,878
120030,CHOSUN WELDING,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"1,257,651","628,825,500",500,KRW,798
012600,CHUNGHO COMNET,032901,Manufacture of General Purpose Machinery,"6,106,308","30,531,540,000","5,000",KRW,896
140290,CHUNGKWANG CONSTRUCTION,064102,Heavy Construction,"10,555,100","5,277,550,000",500,KRW,775
000650,CHUNIL EXP,084902,Transit and Ground Passenger Transportation,"1,429,220","7,146,100,000","5,000",KRW,1204
103660,CIAAT,032004,Manufacture of Other Chemical Products,"1,799,980","899,990,000",500,KRW,562
144630,CIS,032902,Manufacture of Special-Purpose Machinery,"3,333,320","1,666,660,000",500,KRW,1430
004920,CITECH,074605,Wholesale of Machinery Equipment and Supplies,"34,851,677","17,425,838,500",500,KRW,257
001040,CJ,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","29,116,327","157,611,455,000","5,000",KRW,1228
079160,CJ CGV,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","21,161,313","10,580,656,500",500,KRW,110
097950,CJ CHEILJEDANG,031007,Manufacture of Other Food Products,"13,153,298","72,403,655,000","5,000",KRW,1262
130960,CJ E&M,106002,Television Broadcasting,"38,732,089","193,660,445,000","5,000",KRW,1540
051500,CJ FW,074603,"Wholesale of Food, Beverages and Tobaccos","11,321,885","11,321,885,000","1,000",KRW,987
037560,CJ HelloVision,106002,Television Broadcasting,"77,446,865","193,617,162,500","2,500",KRW,1257
011150,CJ SEAFOOD,031007,Manufacture of Other Food Products,"35,930,773","18,065,386,500",500,KRW,963
000120,CJ korea express,084903,Road Freight Transport,"22,812,344","114,061,720,000","5,000",KRW,1443
035760,CJOS,106002,Television Broadcasting,"6,207,268","31,036,340,000","5,000",KRW,294
063160,CKD Bio,032102,Manufacture of Medicaments,"5,229,489","13,073,722,500","2,500",KRW,1404
900120,CKH,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","87,773,690","4,388,684",0.05,USD,334
006490,CL,074605,Wholesale of Machinery Equipment and Supplies,"62,238,505","31,119,252,500",500,KRW,1410
043590,CLOVER,032601,Manufacture of Semiconductor,"13,000,000","6,500,000,000",500,KRW,252
058820,CMG Pharmaceutical,032102,Manufacture of Medicaments,"86,626,866","43,313,433,000",500,KRW,83
086200,CNB,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"10,341,260","5,170,630,000",500,KRW,411
023460,CNH,116402,Investment Companies,"37,200,000","93,000,000,000","2,500",KRW,707
094360,CNM,105802,Software Development and Supply,"2,728,202","1,364,101,000",500,KRW,1371
115530,CNPLUS,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","4,723,010","2,361,505,000",500,KRW,1417
036690,COMMAX,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"13,468,444","6,734,222,000",500,KRW,401
031820,COMTEC,106201,"Computer programming, System Integration and Management Services","31,851,466","15,925,733,000",500,KRW,1406
027050,COREANA,032004,Manufacture of Other Chemical Products,"40,000,000","20,000,000,000",500,KRW,754
166480,CORESTEM,032102,Manufacture of Medicaments,"15,717,440","7,858,720,000",500,KRW,1587
192820,COSMAX,032004,Manufacture of Other Chemical Products,"8,999,509","4,499,754,500",500,KRW,1829
044820,COSMAX bti,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","9,603,921","4,801,960,500",500,KRW,779
005070,COSMO AM&T,032004,Manufacture of Other Chemical Products,"14,987,968","74,939,840,000","5,000",KRW,639
005420,COSMO CHEM,032004,Manufacture of Other Chemical Products,"13,328,444","66,642,220,000","5,000",KRW,1470
069110,COSON,032004,Manufacture of Other Chemical Products,"16,719,279","8,359,639,500",500,KRW,1210
021240,COWAY,199609,Other Personnal Service Activities n.e.c.,"77,124,796","40,662,398,000",500,KRW,796
056360,COWEAVER,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"9,796,800","4,898,400,000",500,KRW,97
033290,COWELL F/S,032602,Manufacture of Electronic Components,"93,064,397","46,532,198,500",500,KRW,1252
056000,COWON,032605,Manufacture of Electronic Video and Audio Equipment,"10,782,000","5,391,000,000",500,KRW,1528
101240,CQV,032001,Manufacture of Basic Chemicals,"7,579,080","3,789,540,000",500,KRW,1727
005740,CROWN CONF,031007,Manufacture of Other Food Products,"1,473,524","7,822,695,000","5,000",KRW,631
083790,CRYSTAL,137001,Research and Experimental Development On Natural Sciences and Engineering,"23,027,940","11,513,970,000",500,KRW,604
065770,CS,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"12,000,000","6,000,000,000",500,KRW,6
000590,CS HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","1,154,482","5,772,410,000","5,000",KRW,1636
112610,CSWIND,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","17,285,715","8,642,857,500",500,KRW,1907
060590,CTC BIO,074604,Wholesale of Household Goods,"17,425,133","8,712,566,500",500,KRW,63
071850,CTK,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"12,373,089","6,186,544,500",500,KRW,1103
036170,CTL,032601,Manufacture of Semiconductor,"31,667,375","15,833,687,500",500,KRW,828
115480,CU MEDICAL,032701,Manufacture of Medical Appliances and Instruments,"6,653,229","3,326,614,500",500,KRW,1007
182360,CUBEENT,105902,Audio Publishing and Original Master Recordings,"25,073,767","2,507,376,700",100,KRW,1836
021650,CUBIC KOREA,032202,Manufacture of Plastic Products,"9,890,000","4,945,000,000",500,KRW,556
192400,CUCKOO,032805,Manufacture of Domestic Appliances,"9,803,360","4,901,680,000",500,KRW,1807
060280,CUREXO,074708,Retail Sale in Other Specialized Stores,"26,954,866","13,477,433,000",500,KRW,73
040350,CUROCOM,106201,"Computer programming, System Integration and Management Services","90,102,289","45,051,144,500",500,KRW,590
051780,CUROHOLDINGS,074603,"Wholesale of Food, Beverages and Tobaccos","24,343,691","12,171,845,500",500,KRW,180
021880,CXCIC CAPITAL,116409,Other Financial Intermediation,"20,634,874","20,634,874,000","1,000",KRW,538
051630,CYCC,032202,Manufacture of Plastic Products,"12,000,000","6,000,000,000",500,KRW,190
160980,CYMECHS,032902,Manufacture of Special-Purpose Machinery,"5,405,863","2,702,931,500",500,KRW,1796
050110,CammSys,032602,Manufacture of Electronic Components,"43,287,874","21,643,937,000",500,KRW,1049
066410,Candle Media,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","61,670,933","30,835,466,500",500,KRW,1469
016920,Cas,074605,Wholesale of Machinery Equipment and Supplies,"16,174,112","8,087,056,000",500,KRW,551
068270,Celltrion,032101,"Manufacture of Medicinal Chemicals, Antibiotics and Biological Products","111,997,249","111,997,249,000","1,000",KRW,1447
068760,Celltrionph,032102,Manufacture of Medicaments,"20,015,713","10,007,856,500",500,KRW,1474
196450,Chadiostech,032703,"Manufacture of Spectacle, Photographic Equipment and Other Optical Instruments","18,872,534","9,436,267,000",500,KRW,1799
004650,Changhae Ethanol,031101,Manufacture of  Alcoholic Beverages,"7,855,890","3,927,945,000",500,KRW,686
009310,Charm Engineering,032902,Manufacture of Special-Purpose Machinery,"32,639,841","16,744,919,000",500,KRW,799
030000,Cheil Worldwide,137103,Advertising,"115,041,225","23,008,245,000",200,KRW,462
013720,CheongboInd,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"6,549,507","3,274,753,500",500,KRW,810
033100,CheryongElec,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","16,062,409","8,031,204,500",500,KRW,752
147830,CheryongInd,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","7,932,320","3,966,160,000",500,KRW,1584
900090,China Hao Ran,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","54,000,000","395,620,531",0,CNY,537
034940,ChoA Pharm.,032102,Manufacture of Medicaments,"28,310,231","14,155,115,500",500,KRW,354
054180,ChoongAng Ocean,033101,Building of Ships and Boats,"21,860,000","10,930,000,000",500,KRW,163
096240,Chungdahm,168505,General Private Educational Institute,"6,213,550","3,106,775,000",500,KRW,1390
045520,Clean & Science,031701,"Manufacture of Pulp, Paper and Paperboard","6,500,000","3,650,000,000",500,KRW,221
047770,Codes Combine,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","50,734,463","25,367,231,500",500,KRW,332
048870,Core Logic,032601,Manufacture of Semiconductor,"17,133,773","8,566,886,500",500,KRW,1531
038530,CoreCross,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"46,637,349","23,318,674,500",500,KRW,350
104540,Corentec,032701,Manufacture of Medical Appliances and Instruments,"8,719,245","4,359,622,500",500,KRW,508
189350,Coset,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"4,000,000","2,000,000,000",500,KRW,1613
067280,Credu,168506,Adult and Other Education,"5,926,779","2,963,389,500",500,KRW,1449
041460,Crosscert,105802,Software Development and Supply,"21,459,249","10,729,624,500",500,KRW,1071
114120,CrucialTec,032602,Manufacture of Electronic Components,"27,619,684","13,809,842,000",500,KRW,1104
065560,Cubes,105802,Software Development and Supply,"22,398,275","11,199,137,500",500,KRW,2
045390,DAEATI,105802,Software Development and Supply,"70,791,032","7,079,103,200",100,KRW,244
012800,DAECHANG,032402,Manufacture of Basic Precious and Non-ferrous Metals,"91,140,499","45,570,249,500",500,KRW,979
015230,DAECHANG FORGING,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"2,000,000","10,000,000,000","5,000",KRW,1026
012860,DAEDONG,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"27,000,000","13,500,000,000",500,KRW,981
000490,DAEDONG IND,032902,Manufacture of Special-Purpose Machinery,"23,728,210","23,728,210,000","1,000",KRW,830
178600,DAEDONG KOREA GINSENG,031007,Manufacture of Other Food Products,"4,400,000","2,200,000,000",500,KRW,1606
008060,DAEDUCK ELEC,032602,Manufacture of Electronic Components,"48,796,300","24,398,150,000",500,KRW,982
004130,DAEDUCK GDS,032602,Manufacture of Electronic Components,"20,575,613","11,367,806,500",500,KRW,1393
001130,DAEHAN FLR MILL,031006,"Manufacture of Grain Mill Products, Starches and Starch Products","1,690,000","8,450,000,000","5,000",KRW,1314
084010,DAEHAN STEEL,032401,Manufacture of Basic Iron and Steel,"24,646,734","24,646,734,000","1,000",KRW,603
